1	1.2836e-16
1.0031	1.2656e-16
1.0062	1.248e-16
1.0093	1.2308e-16
1.0124	1.2141e-16
1.0155	1.1979e-16
1.0186	1.182e-16
1.0217	1.1665e-16
1.0249	1.1514e-16
1.028	1.1368e-16
1.0312	1.1225e-16
1.0344	1.1085e-16
1.0375	1.0949e-16
1.0407	1.0817e-16
1.0439	1.0689e-16
1.0471	1.0564e-16
1.0504	1.0442e-16
1.0536	1.0323e-16
1.0568	1.0208e-16
1.0601	1.0096e-16
1.0633	9.9872e-17
1.0666	9.8816e-17
1.0699	9.7791e-17
1.0732	9.6797e-17
1.0765	9.5834e-17
1.0798	9.4903e-17
1.0831	9.4002e-17
1.0865	9.3133e-17
1.0898	9.2296e-17
1.0931	9.1491e-17
1.0965	9.072e-17
1.0999	8.9983e-17
1.1033	8.9283e-17
1.1067	8.8623e-17
1.1101	8.8005e-17
1.1135	8.7435e-17
1.1169	8.692e-17
1.1203	8.647e-17
1.1238	8.6102e-17
1.1272	8.5841e-17
1.1307	8.5725e-17
1.1342	8.5823e-17
1.1377	8.6258e-17
1.1412	8.7273e-17
1.1447	8.9401e-17
1.1482	9.4003e-17
1.1517	1.0541e-16
1.1553	1.4404e-16
1.1588	5.4075e-16
1.1624	2.2405e-16
1.166	1.1707e-16
1.1696	9.5422e-17
1.1732	8.7594e-17
1.1768	8.3898e-17
1.1804	8.1846e-17
1.184	8.0579e-17
1.1877	7.9738e-17
1.1913	7.9156e-17
1.195	7.8745e-17
1.1987	7.8457e-17
1.2023	7.8263e-17
1.206	7.8147e-17
1.2097	7.8097e-17
1.2135	7.8107e-17
1.2172	7.8174e-17
1.2209	7.8294e-17
1.2247	7.8469e-17
1.2285	7.8696e-17
1.2322	7.8979e-17
1.236	7.9317e-17
1.2398	7.9714e-17
1.2437	8.0171e-17
1.2475	8.0693e-17
1.2513	8.1283e-17
1.2552	8.1945e-17
1.259	8.2685e-17
1.2629	8.3507e-17
1.2668	8.442e-17
1.2707	8.543e-17
1.2746	8.6546e-17
1.2785	8.7778e-17
1.2824	8.9137e-17
1.2864	9.0636e-17
1.2903	9.229e-17
1.2943	9.4117e-17
1.2983	9.6137e-17
1.3023	9.8375e-17
1.3063	1.0086e-16
1.3103	1.0362e-16
1.3143	1.0671e-16
1.3184	1.1016e-16
1.3224	1.1404e-16
1.3265	1.1843e-16
1.3306	1.2342e-16
1.3347	1.2912e-16
1.3388	1.357e-16
1.3429	1.4333e-16
1.347	1.523e-16
1.3512	1.6295e-16
1.3553	1.758e-16
1.3595	1.9156e-16
1.3637	2.1132e-16
1.3679	2.3677e-16
1.3721	2.7075e-16
1.3763	3.1831e-16
1.3805	3.8948e-16
1.3848	5.0749e-16
1.389	7.4076e-16
1.3933	1.4177e-15
1.3976	2.7761e-14
1.4019	1.5183e-15
1.4062	7.2502e-16
1.4105	4.7026e-16
1.4149	3.4471e-16
1.4192	2.7002e-16
1.4236	2.2053e-16
1.428	1.8536e-16
1.4324	1.5911e-16
1.4368	1.3877e-16
1.4412	1.2257e-16
1.4456	1.0937e-16
1.4501	9.8416e-17
1.4545	8.9188e-17
1.459	8.1314e-17
1.4635	7.4521e-17
1.468	6.8606e-17
1.4725	6.3412e-17
1.477	5.8819e-17
1.4816	5.473e-17
1.4861	5.107e-17
1.4907	4.7778e-17
1.4953	4.4801e-17
1.4999	4.2099e-17
1.5045	3.9637e-17
1.5091	3.7386e-17
1.5138	3.5321e-17
1.5184	3.3422e-17
1.5231	3.1669e-17
1.5278	3.0049e-17
1.5325	2.8547e-17
1.5372	2.7151e-17
1.5419	2.5852e-17
1.5467	2.464e-17
1.5514	2.3508e-17
1.5562	2.2449e-17
1.561	2.1456e-17
1.5658	2.0524e-17
1.5706	1.9648e-17
1.5754	1.8823e-17
1.5803	1.8046e-17
1.5851	1.7312e-17
1.59	1.6619e-17
1.5949	1.5964e-17
1.5998	1.5344e-17
1.6047	1.4757e-17
1.6097	1.42e-17
1.6146	1.3671e-17
1.6196	1.3168e-17
1.6246	1.2691e-17
1.6296	1.2236e-17
1.6346	1.1803e-17
1.6396	1.1391e-17
1.6446	1.0998e-17
1.6497	1.0623e-17
1.6548	1.0265e-17
1.6599	9.9226e-18
1.665	9.5957e-18
1.6701	9.283e-18
1.6752	8.9838e-18
1.6804	8.6974e-18
1.6856	8.4231e-18
1.6907	8.1602e-18
1.6959	7.9082e-18
1.7012	7.6665e-18
1.7064	7.4346e-18
1.7116	7.2119e-18
1.7169	6.9982e-18
1.7222	6.7928e-18
1.7275	6.5954e-18
1.7328	6.4057e-18
1.7381	6.2232e-18
1.7435	6.0477e-18
1.7488	5.8788e-18
1.7542	5.7162e-18
1.7596	5.5597e-18
1.765	5.4089e-18
1.7704	5.2636e-18
1.7759	5.1236e-18
1.7814	4.9887e-18
1.7868	4.8586e-18
1.7923	4.7332e-18
1.7978	4.6121e-18
1.8034	4.4954e-18
1.8089	4.3827e-18
1.8145	4.274e-18
1.8201	4.169e-18
1.8257	4.0677e-18
1.8313	3.9699e-18
1.8369	3.8753e-18
1.8426	3.7841e-18
1.8482	3.6959e-18
1.8539	3.6107e-18
1.8596	3.5284e-18
1.8653	3.4488e-18
1.8711	3.3719e-18
1.8768	3.2976e-18
1.8826	3.2258e-18
1.8884	3.1564e-18
1.8942	3.0893e-18
1.9	3.0244e-18
1.9059	2.9618e-18
1.9117	2.9012e-18
1.9176	2.8426e-18
1.9235	2.786e-18
1.9294	2.7313e-18
1.9354	2.6785e-18
1.9413	2.6274e-18
1.9473	2.5781e-18
1.9533	2.5305e-18
1.9593	2.4846e-18
1.9653	2.4402e-18
1.9714	2.3974e-18
1.9774	2.3561e-18
1.9835	2.3163e-18
1.9896	2.2779e-18
1.9957	2.2409e-18
2.0019	2.2054e-18
2.008	2.1712e-18
2.0142	2.1383e-18
2.0204	2.1067e-18
2.0266	2.0764e-18
2.0328	2.0473e-18
2.0391	2.0195e-18
2.0454	1.993e-18
2.0517	1.9676e-18
2.058	1.9435e-18
2.0643	1.9206e-18
2.0706	1.8989e-18
2.077	1.8783e-18
2.0834	1.859e-18
2.0898	1.8409e-18
2.0962	1.8239e-18
2.1027	1.8082e-18
2.1092	1.7938e-18
2.1156	1.7806e-18
2.1221	1.7687e-18
2.1287	1.7581e-18
2.1352	1.7488e-18
2.1418	1.741e-18
2.1484	1.7346e-18
2.155	1.7297e-18
2.1616	1.7264e-18
2.1683	1.7248e-18
2.1749	1.7249e-18
2.1816	1.7268e-18
2.1883	1.7308e-18
2.1951	1.7369e-18
2.2018	1.7453e-18
2.2086	1.7563e-18
2.2154	1.77e-18
2.2222	1.7867e-18
2.229	1.8068e-18
2.2359	1.8306e-18
2.2428	1.8586e-18
2.2497	1.8915e-18
2.2566	1.9298e-18
2.2635	1.9744e-18
2.2705	2.0265e-18
2.2775	2.0872e-18
2.2845	2.1582e-18
2.2915	2.2417e-18
2.2985	2.3405e-18
2.3056	2.4584e-18
2.3127	2.6005e-18
2.3198	2.774e-18
2.327	2.9892e-18
2.3341	3.2619e-18
2.3413	3.6167e-18
2.3485	4.0948e-18
2.3557	4.7707e-18
2.363	5.7943e-18
2.3702	7.518e-18
2.3775	1.1015e-17
2.3848	2.1847e-17
2.3922	4.6574e-16
2.3995	1.8835e-17
2.4069	9.3288e-18
2.4143	6.0762e-18
2.4217	4.4376e-18
2.4292	3.4529e-18
2.4367	2.7976e-18
2.4442	2.3315e-18
2.4517	1.9842e-18
2.4592	1.7166e-18
2.4668	1.5051e-18
2.4744	1.335e-18
2.482	1.1965e-18
2.4896	1.0831e-18
2.4973	9.907e-19
2.505	9.1677e-19
2.5127	8.6048e-19
2.5204	8.2284e-19
2.5281	8.0762e-19
2.5359	8.2342e-19
2.5437	8.8915e-19
2.5515	1.0503e-18
2.5594	1.4456e-18
2.5673	2.7967e-18
2.5752	4.3281e-17
2.5831	2.4177e-18
2.591	1.255e-18
2.599	8.615e-19
2.607	6.6501e-19
2.615	5.4694e-19
2.623	4.6754e-19
2.6311	4.0991e-19
2.6392	3.6572e-19
2.6473	3.3042e-19
2.6555	3.0132e-19
2.6636	2.7676e-19
2.6718	2.5563e-19
2.68	2.3718e-19
2.6883	2.2088e-19
2.6966	2.0632e-19
2.7049	1.9323e-19
2.7132	1.8137e-19
2.7215	1.7056e-19
2.7299	1.6067e-19
2.7383	1.5158e-19
2.7467	1.432e-19
2.7552	1.3545e-19
2.7636	1.2826e-19
2.7721	1.2157e-19
2.7807	1.1534e-19
2.7892	1.0952e-19
2.7978	1.0408e-19
2.8064	9.8982e-20
2.815	9.4202e-20
2.8237	8.9712e-20
2.8324	8.549e-20
2.8411	8.1516e-20
2.8498	7.7771e-20
2.8586	7.4239e-20
2.8674	7.0904e-20
2.8762	6.7754e-20
2.8851	6.4774e-20
2.8939	6.1955e-20
2.9028	5.9286e-20
2.9118	5.6757e-20
2.9207	5.4359e-20
2.9297	5.2084e-20
2.9387	4.9925e-20
2.9477	4.7874e-20
2.9568	4.5926e-20
2.9659	4.4074e-20
2.975	4.2313e-20
2.9842	4.0637e-20
2.9934	3.9043e-20
3.0026	3.7524e-20
3.0118	3.6078e-20
3.0211	3.47e-20
3.0304	3.3386e-20
3.0397	3.2134e-20
3.049	3.0939e-20
3.0584	2.98e-20
3.0678	2.8712e-20
3.0772	2.7674e-20
3.0867	2.6683e-20
3.0962	2.5737e-20
3.1057	2.4833e-20
3.1153	2.3969e-20
3.1249	2.3144e-20
3.1345	2.2355e-20
3.1441	2.1601e-20
3.1538	2.088e-20
3.1635	2.0191e-20
3.1732	1.9533e-20
3.183	1.8902e-20
3.1928	1.83e-20
3.2026	1.7724e-20
3.2124	1.7172e-20
3.2223	1.6645e-20
3.2322	1.6141e-20
3.2422	1.5659e-20
3.2522	1.5198e-20
3.2622	1.4757e-20
3.2722	1.4335e-20
3.2823	1.3932e-20
3.2923	1.3547e-20
3.3025	1.3179e-20
3.3126	1.2828e-20
3.3228	1.2492e-20
3.333	1.2172e-20
3.3433	1.1867e-20
3.3536	1.1575e-20
3.3639	1.1298e-20
3.3742	1.1034e-20
3.3846	1.0783e-20
3.395	1.0544e-20
3.4055	1.0318e-20
3.4159	1.0104e-20
3.4265	9.9006e-21
3.437	9.7091e-21
3.4476	9.5287e-21
3.4582	9.3592e-21
3.4688	9.2004e-21
3.4795	9.0523e-21
3.4902	8.9148e-21
3.5009	8.7877e-21
3.5117	8.6711e-21
3.5225	8.5651e-21
3.5333	8.4698e-21
3.5442	8.3852e-21
3.5551	8.3116e-21
3.566	8.2492e-21
3.577	8.1985e-21
3.588	8.1599e-21
3.599	8.1339e-21
3.6101	8.1213e-21
3.6212	8.1228e-21
3.6323	8.1396e-21
3.6435	8.1728e-21
3.6547	8.2239e-21
3.666	8.2947e-21
3.6772	8.3876e-21
3.6885	8.5052e-21
3.6999	8.6509e-21
3.7113	8.8289e-21
3.7227	9.0446e-21
3.7341	9.3048e-21
3.7456	9.6182e-21
3.7571	9.9965e-21
3.7687	1.0455e-20
3.7803	1.1015e-20
3.7919	1.1706e-20
3.8036	1.2572e-20
3.8153	1.3678e-20
3.827	1.5125e-20
3.8388	1.7088e-20
3.8506	1.9877e-20
3.8624	2.4124e-20
3.8743	3.1327e-20
3.8862	4.6103e-20
3.8982	9.3173e-20
3.9102	9.8397e-19
3.9222	7.413e-20
3.9343	3.7305e-20
3.9464	2.4408e-20
3.9585	1.7853e-20
3.9707	1.3896e-20
3.9829	1.1254e-20
3.9952	9.369e-21
4.0074	7.9605e-21
4.0198	6.8703e-21
4.0321	6.0034e-21
4.0445	5.2991e-21
4.057	4.7167e-21
4.0695	4.2281e-21
4.082	3.813e-21
4.0945	3.4568e-21
4.1071	3.1482e-21
4.1198	2.8788e-21
4.1324	2.6419e-21
4.1451	2.4324e-21
4.1579	2.246e-21
4.1707	2.0793e-21
4.1835	1.9296e-21
4.1964	1.7947e-21
4.2093	1.6725e-21
4.2222	1.5616e-21
4.2352	1.4605e-21
4.2482	1.3681e-21
4.2613	1.2835e-21
4.2744	1.2058e-21
4.2876	1.1343e-21
4.3008	1.0683e-21
4.314	1.0072e-21
4.3273	9.5072e-22
4.3406	8.9828e-22
4.3539	8.4954e-22
4.3673	8.0417e-22
4.3807	7.6187e-22
4.3942	7.2238e-22
4.4077	6.8547e-22
4.4213	6.5091e-22
4.4349	6.1852e-22
4.4485	5.8814e-22
4.4622	5.596e-22
4.4759	5.3276e-22
4.4897	5.0751e-22
4.5035	4.8371e-22
4.5174	4.6127e-22
4.5313	4.401e-22
4.5452	4.201e-22
4.5592	4.0119e-22
4.5732	3.8331e-22
4.5873	3.6638e-22
4.6014	3.5034e-22
4.6155	3.3513e-22
4.6297	3.2071e-22
4.644	3.0702e-22
4.6582	2.9401e-22
4.6726	2.8165e-22
4.6869	2.699e-22
4.7014	2.5873e-22
4.7158	2.4809e-22
4.7303	2.3795e-22
4.7449	2.283e-22
4.7595	2.191e-22
4.7741	2.1032e-22
4.7888	2.0195e-22
4.8035	1.9396e-22
4.8183	1.8633e-22
4.8331	1.7904e-22
4.848	1.7208e-22
4.8629	1.6542e-22
4.8779	1.5906e-22
4.8929	1.5297e-22
4.9079	1.4714e-22
4.923	1.4157e-22
4.9382	1.3623e-22
4.9533	1.3112e-22
4.9686	1.2622e-22
4.9839	1.2152e-22
4.9992	1.1702e-22
5.0146	1.1271e-22
5.03	1.0857e-22
5.0455	1.046e-22
5.061	1.0079e-22
5.0765	9.713e-23
5.0922	9.3619e-23
5.1078	9.0249e-23
5.1235	8.7011e-23
5.1393	8.3902e-23
5.1551	8.0914e-23
5.171	7.8042e-23
5.1869	7.5282e-23
5.2028	7.2628e-23
5.2188	7.0076e-23
5.2349	6.7622e-23
5.251	6.5262e-23
5.2671	6.2991e-23
5.2833	6.0805e-23
5.2996	5.8702e-23
5.3159	5.6678e-23
5.3322	5.4729e-23
5.3486	5.2852e-23
5.3651	5.1045e-23
5.3816	4.9305e-23
5.3981	4.7629e-23
5.4147	4.6014e-23
5.4314	4.4457e-23
5.4481	4.2958e-23
5.4649	4.1513e-23
5.4817	4.012e-23
5.4985	3.8777e-23
5.5154	3.7482e-23
5.5324	3.6234e-23
5.5494	3.503e-23
5.5665	3.3869e-23
5.5836	3.2749e-23
5.6008	3.1668e-23
5.618	3.0626e-23
5.6353	2.962e-23
5.6526	2.865e-23
5.67	2.7713e-23
5.6875	2.681e-23
5.705	2.5937e-23
5.7225	2.5095e-23
5.7401	2.4282e-23
5.7578	2.3497e-23
5.7755	2.2739e-23
5.7932	2.2007e-23
5.8111	2.1301e-23
5.8289	2.0618e-23
5.8469	1.9959e-23
