1.000000000000000000e+00 3.495951704885030601e-17
1.003075857942949956e+00 3.544543617079330895e-17
1.006161176787985001e+00 3.579773386914349166e-17
1.009255985635496122e+00 3.614015002107343711e-17
1.012360313675382706e+00 3.650460806395628912e-17
1.015474190187328318e+00 3.671642902608062540e-17
1.018597644541076708e+00 3.687115666100931680e-17
1.021730706196708249e+00 3.688364747796852379e-17
1.024873404704919277e+00 3.683473248530743836e-17
1.028025769707298975e+00 3.680078259298218051e-17
1.031187830936610261e+00 3.658734423420263646e-17
1.034359618217070009e+00 3.608499714064616037e-17
1.037541161464629491e+00 3.563602033400360865e-17
1.040732490687257927e+00 3.518882690449060976e-17
1.043933635985224262e+00 3.469602007702299556e-17
1.047144627551382046e+00 3.437178536208996923e-17
1.050365495671453209e+00 3.388885506310609639e-17
1.053596270724314721e+00 3.315731781383496358e-17
1.056836983182284584e+00 3.247001762388366923e-17
1.060087663611408937e+00 3.171264769912902076e-17
1.063348342671751157e+00 3.087956961632585011e-17
1.066619051117680739e+00 3.020205417823363192e-17
1.069899819798162621e+00 2.950507925562899710e-17
1.073190679657049618e+00 2.911697333412819252e-17
1.076491661733372407e+00 3.573220033476665444e-17
1.079802797161634409e+00 2.759465394865951878e-17
1.083124117172103329e+00 2.642175704653830683e-17
1.086455653091107809e+00 2.575775988776153722e-17
1.089797436341330972e+00 2.492042911128293620e-17
1.093149498442107737e+00 2.389165053867507149e-17
1.096511871009722583e+00 2.331972447372359677e-17
1.099884585757706645e+00 2.220391402385818159e-17
1.103267674497137696e+00 2.103153740472598393e-17
1.106661169136939460e+00 1.988661512248956718e-17
1.110065101684183597e+00 1.879922608890632241e-17
1.113479504244390350e+00 1.772562421788928433e-17
1.116904409021832301e+00 1.669190396314422525e-17
1.120339848319837905e+00 1.566560744216955870e-17
1.123785854541095697e+00 1.437254241844500009e-17
1.127242460187960704e+00 1.317514399518965889e-17
1.130709697862760210e+00 1.213941204337160860e-17
1.134187600268101725e+00 1.093110718730024004e-17
1.137676200207181632e+00 9.931230447146081795e-18
1.141175530584094044e+00 9.038374377430244314e-18
1.144685624404141011e+00 8.068516456749437741e-18
1.148206514774145148e+00 7.289683376110182321e-18
1.151738234902759839e+00 6.594412403646722707e-18
1.155280818100784535e+00 5.874120375881965054e-18
1.158834297781477618e+00 5.303630436134616691e-18
1.162398707460871483e+00 4.814384551020135476e-18
1.165974080758089615e+00 4.319634552097524177e-18
1.169560451395663003e+00 3.923491307648622976e-18
1.173157853199848555e+00 3.569648333037663435e-18
1.176766320100947283e+00 3.217209053506583177e-18
1.180385886133625606e+00 2.931533791581155535e-18
1.184016585437235758e+00 2.675202940660267918e-18
1.187658452256137309e+00 2.422258562354860104e-18
1.191311520940020685e+00 2.214608252703248717e-18
1.194975825944231795e+00 2.027426186071726807e-18
1.198651401830095553e+00 1.843852327115050484e-18
1.202338283265242502e+00 1.691321147258034283e-18
1.206036505023936556e+00 1.553222155932742680e-18
1.209746101987402067e+00 1.418366821869683291e-18
1.213467109144152678e+00 1.308938694149432899e-18
1.217199561590322165e+00 1.219849242905198492e-18
1.220943494529994844e+00 1.131914120986466343e-18
1.224698943275537744e+00 1.058020764386915811e-18
1.228465943247934344e+00 9.904736065480544506e-19
1.232244529977116754e+00 9.238887643994307929e-19
1.236034739102303437e+00 8.675685081525464645e-19
1.239836606372333172e+00 8.159593048302465568e-19
1.243650167646003668e+00 7.651349999180495936e-19
1.247475458892408628e+00 7.219917099550016495e-19
1.251312516191277702e+00 6.824174552328272889e-19
1.255161375733317319e+00 6.434714767231409087e-19
1.259022073820550425e+00 6.104435213063610315e-19
1.262894646866660642e+00 5.801852441348785651e-19
1.266779131397334446e+00 5.504171859822855070e-19
1.270675564050605999e+00 5.268461071495849257e-19
1.274583981577203318e+00 5.097498030213798923e-19
1.278504420840894218e+00 4.926848397708020714e-19
1.282436918818834259e+00 4.795083125567979045e-19
1.286381512601915356e+00 4.680370089311571824e-19
1.290338239395115938e+00 4.565882819706446900e-19
1.294307136517851120e+00 4.491314149440918022e-19
1.298288241404326415e+00 4.434320589481274192e-19
1.302281591603888344e+00 4.377417379889149097e-19
1.306287224781380374e+00 4.370351380539095967e-19
1.310305178717498187e+00 4.385221195883207829e-19
1.314335491309144732e+00 4.399877431635708489e-19
1.318378200569789049e+00 4.496042115063115187e-19
1.322433344629823537e+00 4.627899132025969129e-19
1.326500961736924999e+00 4.758616663062523482e-19
1.330581090256414134e+00 5.079219973776709827e-19
1.334673768671618133e+00 5.474933607791965974e-19
1.338779035584233501e+00 5.862703322862796780e-19
1.342896929714690213e+00 7.121099538658467285e-19
1.347027489902516084e+00 8.687749538763078464e-19
1.351170755106704480e+00 1.012880813297694998e-18
1.355326764406081130e+00 1.291846701262744075e-18
1.359495556999672061e+00 1.559759817071698976e-18
1.363677172207074628e+00 1.746922195361306467e-18
1.367871649468827222e+00 1.597827787631854533e-18
